student_id,item_id,skill_id,difficulty,time_spent_ms,attempts,used_hint,n_hints,fast_response,correct,tab_blur_count,idle_ms,erratic_clicks,error_type,will_mistake_next,focus_score,consecutive_errors,excessive_time
2,55,5,4,3627,3,1,0,0,0,3,0,0,conceptual,0,0.47,1,0
2,56,14,4,3365,1,0,0,0,1,3,0,0,procedimiento,0,0.56,0,0
2,57,17,3,3745,1,0,0,0,1,0,0,0,procedimiento,0,0.56,0,0
2,58,12,3,4425,1,0,0,0,1,1,0,0,procedimiento,0,0.55,0,0
2,59,15,2,2879,2,0,0,0,0,1,0,0,inatencion,0,0.44,1,0
2,60,10,3,2902,1,0,0,0,1,2,0,0,procedimiento,0,0.53,0,0
3,61,3,4,3492,1,0,0,0,1,0,0,0,procedimiento,0,0.88,0,0
3,62,11,2,2443,1,0,0,0,1,0,0,0,procedimiento,0,0.88,0,0
3,63,3,3,2767,1,0,0,0,1,0,0,0,procedimiento,0,0.87,0,0
3,64,11,3,2048,1,0,0,0,1,0,0,0,procedimiento,0,0.86,0,0
3,65,1,3,3341,2,1,0,0,0,0,0,0,procedimiento,0,0.75,1,0
3,66,12,3,3228,1,0,0,0,0,0,0,0,consigna,1,0.64,2,0
3,67,8,1,1423,1,0,0,1,1,0,0,0,procedimiento,0,0.83,0,0
3,68,5,2,1810,1,0,0,1,1,0,0,0,procedimiento,0,0.82,0,0
3,69,3,3,2320,1,0,0,0,1,0,0,0,procedimiento,0,0.81,0,0
3,70,16,1,1498,2,0,0,1,0,0,0,0,aleatorio,0,0.7,1,0
3,71,17,1,1702,1,0,0,1,0,0,0,0,aleatorio,1,0.6,2,0
3,72,3,3,2356,1,1,0,0,1,0,0,0,procedimiento,0,0.79,0,0
3,73,13,4,4050,1,1,0,0,0,0,0,0,procedimiento,0,0.68,1,0
3,74,5,1,1793,2,0,0,1,0,0,0,2,aleatorio,1,0.57,2,0
3,75,9,1,1711,1,0,0,1,1,0,0,0,procedimiento,0,0.76,0,0
3,76,10,4,3608,2,1,1,0,0,0,0,0,aleatorio,0,0.65,1,0
3,77,9,2,2658,1,0,0,0,1,0,0,0,procedimiento,0,0.74,0,0
3,78,5,2,1987,1,1,0,1,1,0,0,0,procedimiento,0,0.73,0,0
3,79,12,3,3336,1,1,1,0,0,0,0,0,inatencion,0,0.62,1,0
3,80,2,1,1455,1,0,0,1,1,0,0,0,procedimiento,0,0.72,0,0
3,81,2,1,1786,1,0,0,1,1,0,0,0,procedimiento,0,0.71,0,0
3,82,4,1,1890,1,0,0,1,1,0,0,0,procedimiento,0,0.7,0,0
3,83,17,3,3153,1,0,0,0,1,0,0,0,procedimiento,0,0.69,0,0
3,84,5,2,3954,1,0,0,0,1,0,0,0,procedimiento,0,0.68,0,0
3,85,9,2,2476,1,0,0,0,1,0,0,0,procedimiento,0,0.67,0,0
3,86,19,3,2573,1,0,0,0,1,0,0,0,procedimiento,0,0.66,0,0
3,87,12,4,3528,1,0,0,0,1,0,0,0,procedimiento,0,0.65,0,0
3,88,13,2,1768,1,0,0,1,1,0,0,0,procedimiento,0,0.65,0,0
3,89,18,1,1840,1,0,0,1,1,0,0,0,procedimiento,0,0.64,0,0
3,90,17,2,2557,1,0,0,0,0,0,0,0,procedimiento,0,0.53,1,0
4,91,3,2,3983,1,1,0,0,1,0,0,0,procedimiento,0,0.62,0,0
4,92,11,3,4378,1,0,0,0,1,0,0,0,procedimiento,0,0.61,0,0
4,93,13,2,3730,1,0,0,0,1,0,0,0,procedimiento,0,0.61,0,0
4,94,16,4,6608,1,1,1,0,1,0,0,0,procedimiento,0,0.6,0,0
4,95,14,1,2598,1,0,0,0,1,0,0,0,procedimiento,0,0.59,0,0
4,96,7,1,2894,1,0,0,0,1,3,0,0,procedimiento,0,0.59,0,0
4,97,18,2,2919,1,0,0,0,1,1,0,0,procedimiento,0,0.58,0,0
4,98,13,3,3408,1,1,1,0,1,3,0,0,procedimiento,0,0.58,0,0
4,99,12,4,4601,1,0,0,0,1,0,0,0,procedimiento,0,0.57,0,0
4,100,19,1,3030,1,0,0,0,1,4,0,0,procedimiento,0,0.56,0,0
4,101,11,3,3704,1,1,1,0,0,3,0,0,inatencion,0,0.46,1,0
4,102,14,2,3800,1,1,0,0,1,1,0,0,procedimiento,0,0.55,0,0
4,103,15,3,5333,1,1,0,0,0,1,0,0,conceptual,0,0.45,1,0
4,104,14,2,3866,1,1,0,0,0,1,0,1,inatencion,1,0.34,2,0
4,105,1,4,5550,1,0,0,0,0,1,0,2,inatencion,1,0.23,3,0
4,106,10,2,2663,2,1,0,0,0,1,0,1,inatencion,1,0.15,4,0
4,107,3,4,5109,1,0,0,0,1,0,0,0,procedimiento,0,0.52,0,0
4,108,5,3,4030,1,0,0,0,1,0,0,0,procedimiento,0,0.51,0,0
4,109,6,1,2929,1,0,0,0,1,0,0,0,procedimiento,0,0.51,0,0
4,110,10,3,4799,1,1,0,0,1,2,0,0,procedimiento,0,0.5,0,0
4,111,14,3,5497,1,0,0,0,1,0,809,0,procedimiento,1,0.5,0,0
4,112,16,3,4276,1,0,0,0,0,2,632,0,procedimiento,1,0.39,1,0
4,113,8,3,5574,1,1,1,0,1,3,107,0,procedimiento,1,0.48,0,0
4,114,2,2,3369,1,0,0,0,1,4,0,0,procedimiento,1,0.48,0,0
4,115,7,4,6734,1,0,0,0,1,0,904,0,procedimiento,1,0.47,0,0
4,116,17,2,3112,1,0,0,0,0,4,588,0,consigna,1,0.36,1,0
4,117,4,3,6392,1,0,0,0,1,3,755,0,procedimiento,1,0.46,0,0
4,118,3,1,3352,1,0,0,0,0,4,5,0,procedimiento,1,0.35,1,0
4,119,14,2,5727,3,0,0,0,0,0,19,0,conceptual,1,0.25,2,0
4,120,4,2,4362,1,0,0,0,0,2,250,2,inatencion,1,0.15,3,0
5,121,15,2,3329,2,0,0,0,0,0,0,0,conceptual,0,0.66,1,0
5,122,3,2,2603,1,0,0,0,1,0,0,0,procedimiento,0,0.75,0,0
5,123,8,2,2933,1,1,2,0,1,0,0,0,procedimiento,0,0.74,0,0
5,124,2,3,4098,1,0,0,0,1,0,0,0,procedimiento,0,0.74,0,0
5,125,1,1,2059,1,1,0,0,0,0,0,0,inatencion,0,0.63,1,0
5,126,16,3,3100,1,0,0,0,1,0,0,0,procedimiento,0,0.72,0,0
5,127,10,2,2975,1,0,0,0,1,0,0,0,procedimiento,0,0.71,0,0
5,128,16,2,3169,1,0,0,0,1,0,0,0,procedimiento,0,0.71,0,0
5,129,9,3,3999,2,0,0,0,0,0,0,0,consigna,0,0.6,1,0
5,130,2,1,1692,1,1,0,1,1,0,0,0,procedimiento,0,0.69,0,0
5,131,2,1,2403,1,0,0,0,1,0,0,0,procedimiento,0,0.68,0,0
5,132,19,3,2689,2,0,0,0,0,0,0,0,conceptual,0,0.58,1,0
5,133,2,3,3610,1,0,0,0,1,0,0,0,procedimiento,0,0.67,0,0
5,134,17,2,2742,1,0,0,0,1,0,0,0,procedimiento,0,0.66,0,0
5,135,11,3,2609,1,1,2,0,0,0,0,0,conceptual,0,0.55,1,0
5,136,6,2,2715,2,1,0,0,0,0,0,0,procedimiento,1,0.45,2,0
5,137,15,3,2845,3,1,0,0,0,0,0,1,inatencion,1,0.34,3,0
5,138,16,3,3599,1,0,0,0,0,0,0,1,inatencion,1,0.23,4,0
5,139,11,3,3864,1,0,0,0,1,0,0,0,procedimiento,0,0.62,0,0
5,140,18,1,2172,1,0,0,0,1,0,0,0,procedimiento,0,0.61,0,0
5,141,18,3,3392,2,0,0,0,0,0,0,0,consigna,0,0.51,1,0
5,142,17,2,4403,1,1,1,0,1,1,0,0,procedimiento,0,0.6,0,0
5,143,17,1,2419,1,0,0,0,1,1,0,0,procedimiento,0,0.59,0,0
5,144,13,3,6049,1,1,2,0,1,0,0,0,procedimiento,0,0.58,0,0
5,145,14,2,2589,1,1,0,0,1,1,0,0,procedimiento,0,0.58,0,0
5,146,13,3,5006,2,1,0,0,0,0,0,0,inatencion,0,0.47,1,0
5,147,15,1,2136,1,0,0,0,1,1,0,0,procedimiento,0,0.56,0,0
5,148,12,1,2459,2,0,0,0,0,0,0,0,inatencion,0,0.45,1,0
5,149,8,2,2375,3,1,1,0,0,3,0,2,inatencion,1,0.35,2,0
5,150,18,2,2421,2,0,0,0,0,1,0,1,inatencion,1,0.24,3,0
6,151,3,4,4630,1,1,0,0,0,0,0,0,consigna,0,0.53,1,0
6,152,7,2,3117,1,0,0,0,1,0,0,0,procedimiento,0,0.62,0,0
6,153,10,1,1953,1,0,0,1,0,0,0,0,inatencion,0,0.52,1,0
6,154,13,3,4158,1,0,0,0,1,0,0,0,procedimiento,0,0.61,0,0
6,155,4,1,3156,1,0,0,0,0,0,0,0,conceptual,0,0.5,1,0
6,156,5,1,2882,1,0,0,0,1,3,0,0,procedimiento,0,0.6,0,0
6,157,14,2,4313,1,1,0,0,1,1,0,0,procedimiento,0,0.59,0,0
6,158,10,2,2592,2,0,0,0,0,1,0,0,conceptual,0,0.49,1,0
6,159,1,3,4034,2,1,1,0,0,1,0,0,consigna,1,0.38,2,0
6,160,7,1,2867,1,0,0,0,1,0,0,0,procedimiento,0,0.57,0,0
6,161,10,3,4003,1,0,0,0,0,2,0,0,consigna,0,0.47,1,0
6,162,11,3,5092,1,0,0,0,1,0,0,0,procedimiento,0,0.56,0,0
6,163,11,2,3965,1,0,0,0,0,0,0,0,inatencion,0,0.45,1,0
6,164,14,2,3545,1,0,0,0,1,3,0,0,procedimiento,0,0.55,0,0
6,165,17,3,4274,1,0,0,0,0,1,0,0,inatencion,0,0.44,1,0
6,166,9,3,4292,1,0,0,0,1,1,0,0,procedimiento,0,0.54,0,0
6,167,9,3,4060,1,1,0,0,1,0,0,0,procedimiento,0,0.53,0,0
6,168,12,1,2464,2,0,0,0,0,3,0,0,procedimiento,0,0.42,1,0
6,169,1,2,2681,1,0,0,0,1,1,0,0,procedimiento,0,0.52,0,0
6,170,17,3,4416,2,1,1,0,0,3,0,0,procedimiento,0,0.41,1,0
6,171,8,2,4373,2,1,2,0,0,2,0,3,procedimiento,1,0.3,2,0
6,172,12,3,4379,2,0,0,0,0,6,1036,1,inatencion,1,0.2,3,0
6,173,12,2,6042,3,0,0,0,0,1,551,1,inatencion,1,0.15,4,0
6,174,6,2,4679,1,0,0,0,0,1,877,2,aleatorio,1,0.15,5,0
6,175,10,2,3463,1,0,0,0,1,1,460,0,procedimiento,1,0.48,0,0
6,176,9,3,6513,1,1,0,0,0,2,602,0,conceptual,1,0.37,1,0
6,177,8,4,6865,2,1,2,0,0,0,200,1,inatencion,1,0.27,2,0
6,178,1,3,4289,1,0,0,0,0,2,447,1,aleatorio,1,0.16,3,0
6,179,8,3,7050,1,0,0,0,0,6,626,1,inatencion,1,0.15,4,0
6,180,15,2,3232,1,1,0,0,0,3,802,2,inatencion,1,0.15,5,0
7,181,12,3,2703,1,1,0,0,1,0,0,0,procedimiento,0,0.67,0,0
7,182,2,2,2414,1,0,0,0,1,0,0,0,procedimiento,0,0.66,0,0
7,183,19,2,2023,1,0,0,0,1,0,0,0,procedimiento,0,0.65,0,0
7,184,19,1,1076,1,0,0,1,1,0,0,0,procedimiento,0,0.65,0,0
7,185,1,3,2621,3,0,0,0,0,0,0,0,procedimiento,0,0.54,1,0
7,186,8,2,2125,2,0,0,0,0,0,0,0,conceptual,1,0.43,2,0
7,187,11,2,1981,1,0,0,1,0,0,0,3,inatencion,1,0.33,3,0
7,188,16,4,2573,1,1,2,0,1,0,0,0,procedimiento,0,0.62,0,0
7,189,18,1,1702,1,0,0,1,0,0,0,0,aleatorio,0,0.51,1,0
7,190,10,4,3292,1,0,0,0,1,0,0,0,procedimiento,0,0.61,0,0
7,191,1,4,2778,3,1,0,0,0,0,0,0,inatencion,0,0.5,1,0
7,192,18,4,3143,3,1,0,0,0,1,0,1,consigna,1,0.39,2,0
7,193,17,2,2136,3,0,0,0,0,1,0,1,inatencion,1,0.29,3,0
7,194,17,2,1653,1,0,0,1,0,0,0,1,aleatorio,1,0.18,4,0
7,195,6,4,3108,2,0,0,0,0,0,0,1,aleatorio,1,0.15,5,0
7,196,7,3,2340,2,1,0,0,0,3,0,0,inatencion,1,0.15,6,0
7,197,13,2,1563,1,0,0,1,1,1,0,0,procedimiento,0,0.56,0,0
7,198,17,2,1734,2,1,0,1,0,0,0,0,inatencion,0,0.45,1,0
7,199,19,1,1493,1,1,1,1,0,2,0,1,inatencion,1,0.35,2,0
7,200,13,3,3179,1,1,0,0,1,1,0,0,procedimiento,0,0.54,0,0
7,201,8,3,2246,1,0,0,0,0,4,0,0,inatencion,0,0.43,1,0
7,202,6,3,4284,1,0,0,0,0,1,0,2,conceptual,1,0.33,2,0
7,203,4,1,2448,1,0,0,0,1,3,0,0,procedimiento,0,0.52,0,0
7,204,15,2,2740,1,0,0,0,1,1,0,0,procedimiento,0,0.51,0,0
7,205,1,3,3362,2,1,0,0,0,0,0,0,conceptual,0,0.41,1,0
7,206,7,2,2396,1,1,0,0,1,0,0,0,procedimiento,0,0.5,0,0
7,207,8,2,2181,2,1,0,0,0,2,278,0,procedimiento,1,0.39,1,0
7,208,1,1,1784,1,1,0,1,0,1,1829,0,inatencion,1,0.29,2,0
7,209,9,3,2813,1,1,1,0,1,3,76,0,procedimiento,1,0.48,0,0
7,210,8,3,4018,1,1,0,0,0,2,235,0,consigna,1,0.37,1,0
8,211,10,3,4287,3,0,0,0,0,0,0,0,procedimiento,0,0.58,1,0
8,212,15,4,6617,2,0,0,0,0,0,0,2,consigna,1,0.48,2,0
8,213,5,1,2338,1,1,0,0,1,0,0,0,procedimiento,0,0.67,0,0
8,214,15,1,2233,1,0,0,0,1,0,0,0,procedimiento,0,0.66,0,0
8,215,14,2,3877,1,1,0,0,0,0,0,0,procedimiento,0,0.56,1,0
8,216,4,4,6613,1,1,0,0,0,0,0,1,procedimiento,1,0.45,2,0
8,217,4,2,2713,1,1,0,0,1,0,0,0,procedimiento,0,0.64,0,0
8,218,14,3,3634,2,0,0,0,0,0,0,0,conceptual,0,0.53,1,0
8,219,11,2,4056,1,0,0,0,0,0,0,1,procedimiento,1,0.43,2,0
8,220,18,1,1952,1,0,0,1,0,0,0,0,inatencion,1,0.32,3,0
8,221,13,2,3360,2,0,0,0,0,0,0,0,inatencion,1,0.21,4,0
8,222,14,3,5199,1,1,0,0,0,0,0,3,inatencion,1,0.15,5,0
8,223,8,1,2186,3,0,0,0,0,0,0,3,inatencion,1,0.15,6,0
8,224,8,3,5431,1,1,0,0,0,2,0,0,aleatorio,1,0.15,7,0
8,225,17,4,6670,1,0,0,0,0,1,0,1,inatencion,1,0.15,8,0
8,226,5,2,2864,1,0,0,0,1,1,0,0,procedimiento,0,0.58,0,0
8,227,3,2,3648,1,0,0,0,1,0,0,0,procedimiento,0,0.57,0,0
8,228,10,1,2153,1,0,0,0,1,0,0,0,procedimiento,0,0.57,0,0
8,229,19,2,4048,1,1,0,0,0,2,0,0,procedimiento,0,0.46,1,0
8,230,8,4,5296,1,0,0,0,1,1,0,0,procedimiento,0,0.55,0,0
8,231,4,3,3220,3,0,0,0,0,0,0,0,aleatorio,0,0.45,1,0
8,232,1,3,4598,1,1,1,0,1,0,0,0,procedimiento,0,0.54,0,0
8,233,2,2,5041,2,0,0,0,0,0,0,0,inatencion,0,0.43,1,0
8,234,13,2,3068,2,1,1,0,0,0,0,2,inatencion,1,0.33,2,0
8,235,17,3,5475,1,0,0,0,0,3,0,2,inatencion,1,0.22,3,0
8,236,15,3,6128,1,0,0,0,0,2,0,0,inatencion,1,0.15,4,0
8,237,2,4,6866,3,0,0,0,0,4,0,0,aleatorio,1,0.15,5,0
8,238,9,3,6069,1,0,0,0,1,3,316,0,procedimiento,1,0.5,0,0
8,239,11,1,2016,1,1,0,0,1,0,177,0,procedimiento,1,0.49,0,0
8,240,1,4,7576,1,0,0,0,0,2,563,0,procedimiento,1,0.38,1,0
9,241,14,3,3934,1,0,0,0,1,1,577,1,procedimiento,1,0.36,0,0
9,242,13,4,4203,1,0,0,0,1,1,15,3,procedimiento,1,0.35,0,0
9,243,14,1,1455,2,0,0,1,0,2,565,2,aleatorio,1,0.25,1,0
9,244,16,1,2033,1,0,0,0,1,2,718,1,procedimiento,1,0.34,0,0
9,245,4,3,4086,1,1,0,0,0,1,47,2,conceptual,1,0.24,1,0
9,246,16,3,3628,3,0,0,0,0,3,1132,0,aleatorio,1,0.15,2,0
9,247,17,1,1622,2,0,0,1,0,1,6,2,inatencion,1,0.15,3,0
9,248,5,3,3281,2,0,0,0,0,4,244,1,inatencion,1,0.15,4,0
9,249,8,2,2168,1,0,0,0,1,1,91,1,procedimiento,1,0.33,0,0
9,250,11,4,3857,1,0,0,0,0,3,73,2,conceptual,1,0.22,1,0
9,251,4,1,1491,1,0,0,1,1,2,641,2,procedimiento,1,0.32,0,0
9,252,17,2,2281,1,1,0,0,0,2,774,2,conceptual,1,0.22,1,0
9,253,12,3,3285,1,1,1,0,0,1,247,2,conceptual,1,0.15,2,0
9,254,16,3,2751,2,1,0,0,0,0,382,0,inatencion,1,0.15,3,0
9,255,3,3,3996,2,1,0,0,0,3,185,1,inatencion,1,0.15,4,0
9,256,8,2,2833,1,0,0,0,1,1,1034,1,procedimiento,1,0.3,0,0
9,257,1,4,3505,1,0,0,0,0,1,521,1,consigna,1,0.2,1,0
9,258,4,3,3059,1,0,0,0,1,3,190,1,procedimiento,1,0.3,0,0
9,259,7,4,4468,2,0,0,0,0,3,403,1,inatencion,1,0.19,1,0
9,260,13,3,3411,1,1,1,0,0,0,6,3,inatencion,1,0.15,2,0
9,261,4,4,4575,1,0,0,0,0,0,147,5,aleatorio,1,0.15,3,0
9,262,18,2,3382,1,0,0,0,1,4,346,3,procedimiento,1,0.28,0,0
9,263,16,2,3290,1,0,0,0,0,1,666,1,procedimiento,1,0.18,1,0
9,264,8,3,3998,2,1,0,0,0,2,174,1,inatencion,1,0.15,2,0
9,265,15,4,4734,1,0,0,0,0,2,1088,2,inatencion,1,0.15,3,0
9,266,1,4,4860,2,1,0,0,0,1,960,1,inatencion,1,0.15,4,0
9,267,2,2,2359,1,0,0,0,0,2,758,1,aleatorio,1,0.15,5,0
9,268,3,2,3792,1,0,0,0,1,3,335,0,procedimiento,1,0.26,0,0
9,269,18,2,3274,2,0,0,0,0,0,524,2,procedimiento,1,0.16,1,0
9,270,11,3,3151,2,1,0,0,0,2,297,0,conceptual,1,0.15,2,0
10,271,13,4,3315,1,0,0,0,0,0,0,0,conceptual,0,0.7,1,0
10,272,17,1,1372,1,0,0,1,1,0,0,0,procedimiento,0,0.79,0,0
10,273,5,1,2107,2,0,0,0,0,0,0,0,inatencion,0,0.69,1,0
10,274,19,4,4644,1,1,0,0,0,0,0,1,inatencion,1,0.58,2,0
10,275,10,2,2012,1,0,0,0,1,0,0,0,procedimiento,0,0.77,0,0
10,276,7,2,2396,1,0,0,0,0,0,0,0,procedimiento,0,0.66,1,0
10,277,14,2,2178,1,0,0,0,0,0,0,1,inatencion,1,0.55,2,0
10,278,6,3,3069,2,1,0,0,0,0,0,0,inatencion,1,0.4,3,0
10,279,8,2,1810,2,1,0,1,0,0,0,0,inatencion,1,0.34,4,0
10,280,13,2,2877,1,1,0,0,0,0,0,1,inatencion,1,0.23,5,0
10,281,4,4,4052,1,1,0,0,1,0,0,0,procedimiento,0,0.72,0,0
10,282,13,3,2773,1,1,0,0,0,0,0,0,procedimiento,0,0.61,1,0
10,283,2,2,2700,1,1,0,0,0,0,0,1,procedimiento,1,0.51,2,0
10,284,17,1,1566,1,0,0,1,1,0,0,0,procedimiento,0,0.7,0,0
10,285,18,1,1531,2,1,0,1,0,0,0,0,aleatorio,0,0.59,1,0
10,286,18,4,3168,1,1,0,0,0,0,0,0,conceptual,1,0.48,2,0
10,287,10,3,3860,2,1,0,0,0,0,0,2,aleatorio,1,0.37,3,0
10,288,3,2,2901,1,1,0,0,0,0,0,0,inatencion,1,0.27,4,0
10,289,1,3,2828,1,0,0,0,0,0,0,2,inatencion,1,0.16,5,0
10,290,17,2,1955,2,1,1,1,0,0,0,0,inatencion,1,0.15,6,0
10,291,11,3,2238,1,1,2,0,1,0,0,0,procedimiento,0,0.64,0,0
10,292,8,4,4801,2,0,0,0,0,0,0,0,inatencion,0,0.53,1,0
10,293,18,2,3022,2,0,0,0,0,0,0,0,procedimiento,1,0.43,2,0
10,294,1,4,6368,3,0,0,0,0,0,0,1,inatencion,1,0.32,3,0
10,295,9,4,5040,1,1,0,0,1,0,0,0,procedimiento,0,0.61,0,0
10,296,19,1,2443,3,1,1,0,0,0,0,0,inatencion,0,0.5,1,0
10,297,14,3,3786,1,1,0,0,0,0,0,1,conceptual,1,0.39,2,0
10,298,8,2,3711,1,0,0,0,0,3,0,2,aleatorio,1,0.29,3,0
10,299,10,4,3859,2,0,0,0,0,4,0,1,inatencion,1,0.18,4,0
10,300,3,2,3998,2,0,0,0,0,0,0,0,inatencion,1,0.15,5,0
11,301,17,4,4454,1,0,0,0,1,0,0,0,procedimiento,0,0.81,0,0
11,302,6,3,3176,1,0,0,0,1,0,0,0,procedimiento,0,0.8,0,0
11,303,14,4,3388,1,1,0,0,0,0,0,0,procedimiento,0,0.7,1,0
11,304,18,2,3177,1,0,0,0,1,0,0,0,procedimiento,0,0.79,0,0
11,305,9,3,2505,1,0,0,0,0,0,0,0,inatencion,0,0.68,1,0
11,306,4,2,2776,1,1,0,0,1,0,0,0,procedimiento,0,0.77,0,0
11,307,10,2,2839,1,0,0,0,1,0,0,0,procedimiento,0,0.76,0,0
11,308,7,2,2149,1,0,0,0,1,0,0,0,procedimiento,0,0.76,0,0
11,309,17,3,2826,1,0,0,0,1,0,0,0,procedimiento,0,0.75,0,0
11,310,13,1,1506,1,1,0,1,1,0,0,0,procedimiento,0,0.74,0,0
11,311,13,2,2694,3,0,0,0,0,0,0,0,procedimiento,0,0.63,1,0
11,312,1,3,4206,1,1,0,0,1,0,0,0,procedimiento,0,0.72,0,0
11,313,16,1,1789,1,0,0,1,1,0,0,0,procedimiento,0,0.72,0,0
11,314,3,4,4195,1,0,0,0,1,0,0,0,procedimiento,0,0.71,0,0
11,315,16,2,3229,1,0,0,0,1,0,0,0,procedimiento,0,0.7,0,0
11,316,8,2,2427,1,0,0,0,1,0,0,0,procedimiento,0,0.69,0,0
11,317,1,3,2497,1,0,0,0,1,0,0,0,procedimiento,0,0.68,0,0
11,318,12,2,2605,1,0,0,0,1,0,0,0,procedimiento,0,0.67,0,0
11,319,11,2,2250,1,0,0,0,0,0,0,0,conceptual,0,0.57,1,0
11,320,5,4,4334,1,0,0,0,0,0,0,0,procedimiento,1,0.46,2,0
11,321,1,2,2373,1,0,0,0,1,0,0,0,procedimiento,0,0.65,0,0
11,322,2,3,4635,3,0,0,0,0,0,0,0,consigna,0,0.54,1,0
11,323,3,3,4341,1,1,0,0,1,0,0,0,procedimiento,0,0.63,0,0
